volume,number,title,date_subject,date_published,graphics,physical,subject,location,abstract,notes,catalog_date,catalog_by,date_entered,date_modified,source_file
Volume 4,4157,,2003-08-23,,"Photoprints, 4",Various,"[""ELECTIONS--UNITED STATES--PRESIDENTIAL""]","[""ELECTIONS--U. S. PRESIDENTIAL--2004""]",,"Photos downloaded from the Internet. Additional photos in ""Howard Dean"" folder in ""VaC Pictures"" folder on computer.","August 06,2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4158,2004 annual water quality report.,2004-01-01,,,4 pp.,"[""WATER SYSTEM"", ""WATER QUALITY""]","[""WATER SYSTEM--2000-""]",,,"August 13,2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4159,"Resolution awarding a contract to Chevron Energy Solutions, L.P. in the amount of $344,720 to provide energy improvements for various city facilities, and authorizing the City Manager to sign a contract for the same","Feb. 25,2002",,,1p.,"[""RESOLUTIONS"", ""ENERGY SAVING IMPROVEMENTS"", ""CONTRACTS"", ""FACILITIES MANAGEMENT""]",[],,,"August 18,2004",MW,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4160,[W & OD Bridge.],"1988-1994 DO Day, Craig",,"Photoprints, 18 177","3 1/2x5C, 4x6 C","[""WASHINGTON AND OLD DOMINION (W &OD) RAILROAD"", ""REGIONAL PARK--BRIDGE"", ""WEST END PARK"", ""STR BROAD ST W--1000 BLOCK"", ""BROAD ST W AT SHREVE RD & HAY COCK RD"", ""GROVE AVE"", ""ORG FRIENDS OF THE W &0OD""]","[""Porter print drawer sf WASHINGTON AND OLD DOMINION (W"", ""&OD) RAILROAD REGIONAL PARK""]",,Photos of Broad Street before and after the building of Citizens Bridge as well as shots of the construction of the bridge.,"August 21,2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4161,Little Sonny Warner. STI Something on his mind.,1930-10-30,"August 2004 DO Eckert, Dave",Photos,3 pp.,"[""MUSICIANS""]","[""fh WARNER, HAYWOOD, JR."", ""178""]",,,"August 25,2004",,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4162,The Falls Church City public schools: the Falls Church Education Foundation.,Jan. 2000 May 2002 Oct. 2003,,,4 pp.,[],"[""FALLS CHURCH EDUCATION FOUNDATION""]",,The Falls Church Education Foundation was formerly known as the Business in Education (BIE) Foundation. BIE also known as Business / Industry/ Education Partnership. Council. There appear to be several variations of the name. Information downloaded from website http://www.fceps.k12.va.us/html/feef htm.,"August 25,2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4163,Was Abraham Lincoln a spiritualist? 179 STI Curious revelations from the life of a trance medium.,,,,5 pp.,"[""UPTON'S HILL"", ""UNITED STATES--HISTORY--CIVIL WAR--1861-1865"", ""SPIRITUALISTS"", ""MEDIUMS""]","[""UNITED STATES--HISTORY --CIVIL WAR""]",,"Note with photocopy: ""Nettie Colburn Maynard, a teenaged spiritualist during the Civil War, claimed to have had a seance on Upton's Hills with her father and brother, both serving in the 22nd Connecticut."" Pages photocopied from the book Was Abraham Lincoln a spiritualist?","August 31,2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4164,"Legislative update. Actions ofa the city coucil for July 26, 2004. Resolution granting special exception SE04-0162 for mixed use development at 400-412 South Maple Avenue (RPC# 52-309-023), known as ""500 South Maple Avenue"" to Atlantic Realty Companies, Inc. (Res. 2004-30) An ordinance to amend section 20-17 of chapter 20, ""Motor vehicles and traffic,"" of the code of the city of Falls Church, Virginia. (Ordinance 1765) Approval of FY 2005 performance contract between the Fairfax-Falls Church Community Services Board and the Virginia Department of Mental Health, Mental Retardation and Substance Abuse Services. Expenditure of U. S. Department of Homeland Security (DHS), State Homeland Security Grant Program (SHSGP) funds for the 2004 grant year by the Falls Church police department in the amount of $52,738.16. Resolution appointing city council members to COG policy 180 boards/committees as of July 1, 2004. (Res. 2004-31).","Jul. 26,2004",,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""RESOLUTIONS"", ""ORDINANCES"", ""BOARDS AND COMMISSIONS--APPOINTMENTS"", ""STR MAPLE AVE S--400-412"", ""MAPLE AVE S--500""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2000-2005""]",,File located in the front of the drawer containing the City Council packets.,"September 14, 2004",BC,2016-03-07,,General_Index_FCHR_Vol_4
Volume 4,4165,"Legislative update. Actions of the city council for September 13, 2004. An ordinance to amend chapter 38, zoning, of the code of the city of Falls Church, Virginia, by making corrections to sections 38-16, 38- 17, 38-18, 38-23, 38-24, 38-25, 38-26, and 38-28, adding section 38- 30, ""Landscaping,"" repealing the landscaping portion of section 38-31 (11), ""Off-street parking requirements"" and amending and reenacting section 38-42, ""CBPO, Chesapeake Bay Preservation Area Overlay District"" [Tree Ordinance]. (T04-20) (Ord. 1766) An ordinance amending ordinance 1758 fixing and determining the budget of expenditures and revenues, appropriating funds for the fiscal year 2004-2005: general fund; school operating fund; school community service fund; and school food service fund; water revenue fund and sewer revenue fund and approval of the capital improvement plan. (T04-22) (Ord. 1767) An ordinance to amend and reordain section 20-61 of athe Falls Church city code, ""Removal of trespassing vehicles by owners of parking or other lot or or building."" (T04-23) An ordinance to amend chapter 4, ""Animals and fowl"" of the code of the city of Falls Church, Virginia, by amending and reenacting section 4-1.1 subsection (A), 4-1.2, section 4-10. Definitions and 4-20 181 subsection (E), (G) and enacting subsection (J). (T04-24) Resolution authorizing vehicular access from 302 North Cherry Street. (TRO4-38) Resolution to amend the Northern Virginia Regional Commission Charter Agreement revising membership and voting provisions. (TR04-39) (Res. 2004-35) Authorize the city manager to award a contract to furnish and deliver #21-A road base stone, in the amount of $50,000, to Luck Stone Corporation. Authorize the city manager to extend the existing contract for asphalt- in-place and milling services, on an as-needed basis, in the amount of $300,000 to Virginia Paving Company.","Sept. 13,2004",,,3 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""RESOLUTIONS"", ""ORDINANCES"", ""BOARD AND COMMISSIONS--APPOINTMENTS"", ""STR CHERRY ST N--302""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2000-2005""]",,File located in the front of the drawer containing the City Council packets.,"September 14, 2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4166,[Eliazbeth Morgan Styles.],"Various 1914 Aug. 30, 1941 1962 July 1968",,"Scanned images, 8","8x10 B/W, C, Sepia (7), 11x17 Sepia (1)",[],"[""thp STYLES, ELIZABETH MORGAN"", ""Acid free box Box 1--11x14 Photos""]",,Images scanned from originals owned by Cherry Hill. 182,"September 18, 2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4167,"[A Virginia village goes to war: Falls Church during the Civil War.] DO Gernand, Bradley E.",,,"Photocopies, 4","11x17 (3), 8x10(1)","[""UNITED STATES--HISTORY--CIVIL WAR, 1861-1865"", ""MUNSON'S HILL""]","[""Acid free newspaper box (tan)--compact shelving""]",,Photocopies of illustrations that appeared in the Gernand Civil War book.,"September 18, 2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4168,[My dear Mother. ],"1862-08-31 DO Gernand, Bradley E.",,,3 pp.,"[""UNITED STATES--HISTORY--CIVIL WAR, 1861-1865"", ""HOSPITALS""]","[""U.S.--HISTORY--CIVIL WAR""]",,"Library of Congress, Manuscript Division, Papers of Gideon Welles, Reel 35. Hospital at Falls Church mentioned on page 2.","September 18, 2004 183",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4169,"Legislative update. Actions of the city council for September 27, 2004. An ordinance to amend and reordain section 20-61 of the Falls Church City Code, ""removing of trespassing vehicles by owners of parking or other lot or building."" (T04-23) An ordinance to amend chapter 4 ""animals and fowl"" of the code of the city of Falls Church, Virginia, by amending and reenacting section 4-1.1 subsection (A), 4-1.2, section 4-10, definitions and 4-20, subsection (E), (G) and enacting. (Ord. 1768) Resolution authorizing the city manager to sign the ""Metro Matters"" funding agreement. (Res. 2004-36) Resolution to dissolve the industrial development authority of the city of Falls Church, Virginia. (Res. 2004-37) Authorize the city manager to execute a contract to purchase two portable generators for the city water system in the amount of $72,100.00 from Cummins Power Systems, Inc.","Sept27, 2004",,,2 pp.,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""RESOLUTIONS"", ""ORDINANCES"", ""BOARDS AND COMMISSIONS--APPOINTMENTS""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2000-2005""]",,File located in the front of the drawer containing the City Council packets.,"September 28, 2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4170,Perspectives on development in Falls Church. STI A white paper prepared for the Falls Church Chamber of Commerce.,Aug. 2002,,Charts,16 pp. & 4 p. appendix,"[""ECONOMIC DEVELOPMENT"", ""CITY PLANNING""]","[""ECONOMIC DEVELOPMENT--2000-""]",,,"October 01, 2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4171,[Historic preservation.],"Sep. 30,2004 Oct. 1,2004 1910 1930",,,9 pp.,"[""HISTORIC PRESERVATION"", ""STR FAIRFAX ST E--121"", ""PARK AVE--312"", ""ROWELL CT--109"", ""WRENS WAY--311"", ""MIDVALE ST--209"", ""BROAD ST E--513"", ""BROAD ST E--708"", ""WASINGTON ST N--258"", ""GREAT FALLS ST--210"", ""OAK ST S--203"", ""BROAD ST E--312"", ""BROAD ST E--300"", ""BROAD ST E--209"", ""185"", ""GREAT FALLS ST--400"", ""BROAD ST E--302"", ""LITTLE FALLS ST--325"", ""LITTLE FALLS ST--345"", ""LITTLE FALLS ST--324"", ""CHERRY ST N--306"", ""LANIER PL--903"", ""PARK AVE--905"", ""BROAD ST E--209"", ""REES PL--120"", ""MAPLE AVE N--329"", ""WEST ST S--409"", ""TINNERS HILL ST--107"", ""ABBOTT LN--600"", ""LITTLE FALLS ST--335"", ""WASHINGTON ST N--222"", ""COLUMBIA ST E--413"", ""BROAD ST E--225"", ""COLUMBIA ST E--109"", ""OAK ST S--116"", ""JEFFERSON ST E--108"", ""GREAT FALLS ST--116"", ""PARK AVE--900"", ""OAK ST N--502"", ""WASHINGTON ST S-121"", ""GREAT FALLS ST--300"", ""GREAT FALLS ST--110"", ""COLUMBIA ST E--114"", ""COLUBMIA ST E--208"", ""CHERRY ST N--301"", ""COLUMBIA ST E--510"", ""BROAD ST E--321"", ""FOWLER ST--1011"", ""MAPLE AVE N--319"", ""BROAD ST E--303"", ""PARKER ST--905"", ""GROVE AVE--320"", ""GREAT FALLS ST--414"", ""JEFFERSON ST E--206"", ""COLUMBIA ST E--117"", ""FULTON AVE--610"", ""OAK ST N--303"", ""BROAD ST E--322"", ""WASHINGTON ST N--282"", ""LINCOLN AVE--508"", ""OAK ST N--306"", ""COLUMBIA ST E--211"", ""TINNERS HILL ST--109"", ""JEFFERSON ST E--215"", ""WALDEN CT--502"", ""COLUMBIA ST E--422"", ""PARK AVE--905"", ""COLUMBIA AVE E--407"", ""WEST ST S--301"", ""GREAT FALLS ST--532"", ""GREAT FALLS ST--401"", ""LITTLE FALLS ST--407"", ""186"", ""PARK AVE--211"", ""BROAD ST E--304"", ""GREAT FALLS ST--543"", ""FAIRFAX ST E--203"", ""CHERRY ST N--412"", ""BROAD ST E--400"", ""PARK AVE--816"", ""GROVE AVE--308"", ""WEST ST N--301"", ""LITTLE FALLS ST--313"", ""OAK ST N--305"", ""COLUMBIA ST E--219"", ""WASHINGTON ST N--472"", ""COLUMBIA ST E--214"", ""BROAD ST W--920"", ""JEFFERSON ST E--212"", ""BROAD ST E--408"", ""GROVE AVE--311"", ""JEFFERSON ST E--402"", ""JEFFERSON ST E--422"", ""FAIRFAX ST N--131"", ""PATTERSON ST--208"", ""OAK ST S--209"", ""JEFFERSON ST E--115"", ""MAPLE AVE S--307"", ""CHERRY ST N--223"", ""WEST ST N--201"", ""MAPLE AVE N--312"", ""OAK ST S--200"", ""CHERRY ST N--218"", ""BROAD ST W--715"", ""MAPLE AVE N--310"", ""GREAT FALLS ST--539"", ""NOLAND ST--207"", ""LINCOLN AVE--313"", ""CHERRY ST N--300"", ""LIBERTY AVE--301"", ""FAIRFAX ST N--135"", ""BROAD ST W--901"", ""LIBERTY AVE--304"", ""CHERRY ST N--303"", ""GREAT FALLS ST--528"", ""LEE ST S--121"", ""GREAT FALLS ST--531"", ""GREAT FALLS ST--540"", ""FAIRFAX ST N--124"", ""COLUMBIA ST E--606"", ""PARK AVE--818"", ""BROAD ST W--905"", ""BROAD ST W--907"", ""LINCOLN AVE--612"", ""FULTON AVE--819"", ""GREAT FALLS ST--418"", ""FAIRFAX ST N--110"", ""CHERRY ST N--222"", ""JEFFERSON ST E--116"", ""GREAT FALLS ST--422"", ""187"", ""OAK ST S--604"", ""COLUMBIA ST W--215"", ""BRICE ST--299"", ""COLUMBIA ST E--416"", ""GREAT FALLS ST--535"", ""JEFFERSON ST E--111"", ""OAK ST S--119"", ""BROAD ST E--414"", ""COLUMBIA ST E--505"", ""BROAD ST W--903"", ""FULTON AVE--600"", ""BROAD ST E--414"", ""BROAD ST E--401"", ""BROAD ST E--712"", ""ELLISON ST-1210"", ""GROVE AVE--301"", ""MAPLE AVE N--308"", ""PARK AVE--925"", ""LINCOLN AVE--309"", ""BROAD ST W--710"", ""OAK ST N--201"", ""TUCKAHOE ST N--1010"", ""FAIRFAX ST N--117"", ""PARK AVE--301"", ""OAK ST S--121"", ""CHERRY ST N--215"", ""WASHINGTON ST N--436"", ""GREENWICH ST--500"", ""COLUMBIA ST E--509"", ""FAIRFAX DR N--7000 [SIC]"", ""PARK AVE--612"", ""LINCOLN AVE--405"", ""GROVE AVE--304"", ""LINCOLN AVE--801"", ""BROAD ST E--405"", ""GREENWICH ST--506"", ""GREAT FALLS ST--525"", ""NOLAND ST--209"", ""PENNSYLVANIA AVE--313"", ""COLUMBIA ST E--503"", ""SPRING ST S--100"", ""OAK ST N--204"", ""GREAT FALLS ST--216"", ""WEST ST N--311"", ""PARK AVE--913"", ""PARK AVE--919"", ""OAK ST N--300"", ""PENNSYLVANIA AVE--201"", ""BROAD ST E--510"", ""CHERRY ST S--107"", ""GREENWICH ST--525"", ""OAK ST N--208"", ""WEST ST N--710"", ""GREAT FALLS ST--108"", ""PARK AVE--921"", ""GREAT FALLS ST--511"", ""WASHINGTON ST S--1110"", ""188"", ""GREENWICH ST--519"", ""LITTLE FALLS ST--106"", ""GREAT FALLS ST--523"", ""OAK ST N--202"", ""WEST ST N--712"", ""OAK ST N--205"", ""WEST ST N--706"", ""LINCOLN AVE--816"", ""SYCAMORE ST--301"", ""GREAT FALLS ST--517"", ""LEE ST S--106"", ""CHERRY ST N--212"", ""FULTON AVE--607"", ""GREENWICH ST--518"", ""FULTON AVE--812"", ""FULTON AVE--705"", ""WEST ST N--509"", ""GROVE AVE--208"", ""OAK ST N--400"", ""CAMERON RD W--101"", ""COLUMBIA ST E--204"", ""MARSHALL ST W--109"", ""TRACY PL--1310"", ""LINCOLN AVE--905"", ""FAIRFAX ST N--115"", ""SPRING ST N--309"", ""LINCOLN AVE--806"", ""LINCOLN AVE--812"", ""WASHINGTON ST S--1034"", ""WASHINGTON ST N--366"", ""WEST ST N--714"", ""FULTON AVE--605"", ""VILLA RIDGE RD--833"", ""OAK ST N-213""]","[""HISTORIC ARCHITECTURAL REVIEW BOARD""]",,"The Historic Architectural Review Board sent letters of invitation to certain property owners to attend their board meeting on Sept. 30, 2004. The first list (1910) contains the addresses of properties already protected. The second list (1930) contains the addresses of properties which might be designated for protection in the future.","October 05, 2004",BC,2016-03-07,,General_Index_FCHR_Vol_4
Volume 4,4172,Greenwich Street Gazette. Greenwich Street Houses Part 4: 518 Greenwich,"September 2004 1930 DO Maier, John",,Photo,1P.,"[""HOUSES"", ""STR GREENWICH ST--518"", ""ORG TEXAS WILDCATS""]","[""NEWSLETTERS--GREENWICH STREET GAZETTE""]",,Number 32 189,"October 16,2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4173,Defeating division 699. Angry strikers and gun-toting detectives converge on Washington & Old Dominion. A look at World War I-era labor relations.,1916-03-14 Various,,Photos,,"[""RAILROADS--WASHINGTON AND OLD DOMINION (W&OD)"", ""RAILROAD STRIKES""]","[""RAILROADS--WASHINGTON AND OLD DOMINION (W&OD)""]",,,"October 19, 2004",BC,"March 07,2016 190",,General_Index_FCHR_Vol_4
Volume 4,4174,"Legislative update. Actions of the city council for October 12, 2004. Resolution to approve request for funding from the Greater Falls Church Chamber of Commerce. (TR04-44) Authorization to award contract for professional engineering and related services to design water distribution SCADA and security upgrades in the amount of $343,116.00 to Camp Dresser & McKee.","Oct. 12,2004",,,,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""RESOLUTIONS""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2000-2005""]",,File located in the front of the drawer containing City Council packets.,"November 05, 2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
Volume 4,4175,"Legislative update. Actions of the city council for October 25, 2004. A resolution to amend the comprehensive plan of the city of Falls Church, Virginia, to change the designation of 0.89 acres of land located in the 1000 block of West Broad Street from ""parks and open space"" to ""mixed use"" ont eh City's future land use map. (TR04-45) An ordinance to amend the official zoning district map of the city of Falls Church, Virginia, by rezoning approximately 0.89 acres of land located in the 1000 block of West Broad Street, from B-3 general business and R-1B medium density residential, to B-1, general business district. (T04-21) A resolution for specail exception 04-0172 under section 38-4 (f) required to permit a mixture of uses in a B-1, limited business district on 0.89 acres of property in the 1000 block of West Broad Street. (TRO4-36) Authorization to award task order for design of the Chersterfield / Chesterbrook improvements to Michael Baker Ir., Inc. Authorization to award contract for the Powhatan Street water main in the amount of $246,870.46 to Bell Brothers, Inc.","Oct. 25,2004 191",,,,"[""CITY COUNCIL--LEGISLATIVE UPDATES"", ""RESOLUTIONS"", ""ORDINANCES"", ""BOARDS AND COMMISSIONS--APPOINTMENTS"", ""STR BROAD ST W--1000 BLOCK""]","[""CITY COUNCIL--LEGISLATIVE UPDATES--2000-2005""]",,File is located in the front of the drawer containing the City Council packets.,"November 05, 2004",BC,"March 07,2016",,General_Index_FCHR_Vol_4
